"igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
1,0.0757862826828344,0,1
2,0.0939408172851104,264.000000000001,2
6,0.0889679715302491,3520.5,6
1,0.0792079207920792,0,1
2,0.0939408172851104,264.000000000001,2
1,0.0756143667296786,0,1
1,0.336842105263158,0,1
1,0.336842105263158,0,1
2,0.359550561797753,15,2
2,0.359550561797753,15,2
2,0.359550561797753,15,2
1,0.23021582733813,0,1
2,0.359550561797753,15,2
2,0.359550561797753,15,2
1,0.23021582733813,0,1
1,0.416666666666667,0,1
1,1,0,1
1,1,0,1
1,0.0917852225791648,0,1
1,0.11454753722795,0,1
1,0.111111111111111,0,1
1,1,0,1
1,0.0756143667296786,0,1
1,1,0,1
1,0.0660283922086497,0,1
2,0.521739130434783,2.42857142857143,2
1,0.5,0,1
1,0.5,0,1
1,0.5,0,1
1,0.5,0,1
2,0.521739130434783,2.42857142857143,2
1,0.5,0,1
1,0.5,0,1
2,0.521739130434783,2.42857142857143,2
1,0.5,0,1
1,0.5,0,1
1,0.5,0,1
1,0.5,0,1
2,0.521739130434783,2.42857142857143,2
1,0.5,0,1
1,0.5,0,1
1,0.5,0,1
1,0.5,0,1
2,0.521739130434783,2.42857142857143,2
2,0.521739130434783,2.42857142857143,2
1,0.5,0,1
2,0.521739130434783,2.42857142857143,2
1,0.5,0,1
1,0.0660283922086497,0,1
1,0.0660283922086497,0,1
1,0.666666666666667,0,1
1,0.0660283922086497,0,1
7,0.14265335235378,12197.8125654752,7
1,0.124378109452736,0,1
2,0.16116035455278,2732.57143680713,2
2,0.137931034482759,648.534097966469,2
3,0.16220600162206,4533.01671576933,3
2,0.123456790123457,1191,2
3,0.151171579743008,4791.62232362232,3
5,0.165289256198347,20347.9452905092,5
2,0.0992063492063492,399,2
1,0.0805477245267821,0,1
1,1,0,1
2,0.122925629993854,399,2
3,0.154679040989946,20962.5641652732,3
2,0.129617627997408,574.760465351641,2
1,0.114613180515759,0,1
2,0.1354096140826,1567.78385994217,2
1,0.666666666666667,0,1
2,0.126823081800888,497.60799924127,2
3,0.151057401812689,9788.07837412799,3
1,0.666666666666667,0,1
1,1,0,1
1,1,0,1
1,0.128865979381443,0,1
1,1,0,1
1,1,0,1
3,0.119617224880383,797,3
1,1,0,1
1,0.0753012048192771,0,1
1,0.0957395883197702,0,1
1,0.109649122807018,0,1
1,1,0,1
1,0.666666666666667,0,1
1,0.526315789473684,0,1
2,1,1,2
5,0.114744693057946,4049.16031746031,5
1,0.545454545454545,0,1
1,0.128865979381443,0,1
1,0.545454545454545,0,1
3,0.114613180515759,1298.12222222222,3
1,0.545454545454545,0,1
1,0.132187706543291,0,1
1,1,0,1
7,0.136147038801906,4485.05536478086,7
1,0.229508196721311,0,1
1,0.132187706543291,0,1
2,0.0879120879120879,399,2
1,0.122850122850123,0,1
5,0.088339222614841,1548.44285714285,5
3,0.0881445570736007,311.290476190474,3
4,0.105318588730911,4680.09999999999,4
1,0.105042016806723,0,1
3,1,3,3
1,1,0,1
1,0.545454545454545,0,1
1,0.121212121212121,0,1
1,1,0,1
1,0.128865979381443,0,1
3,0.132100396301189,297.849643340782,3
3,0.147167034584253,1193,3
1,0.128865979381443,0,1
2,0.0959232613908873,796,2
1,0.128865979381443,0,1
2,0.134048257372654,594.493168484159,2
1,0.128865979381443,0,1
8,0.144092219020173,13144.8885088979,8
2,0.114678899082569,3677.83485958482,2
3,0.147819660014782,742.374445409568,3
1,0.122850122850123,0,1
3,0.147819660014782,742.374445409568,3
2,0.14792899408284,3163.35985944274,2
1,0.666666666666667,0,1
1,0.666666666666667,0,1
2,0.141442715700141,450.381143538269,2
4,0.168776371308017,19285.0901583266,4
1,0.0942063118228921,0,1
6,0.0950570342205323,2685.4777167277,6
1,0.146627565982405,0,1
2,0.118203309692671,1191,2
1,0.111731843575419,0,1
1,0.111731843575419,0,1
1,0.666666666666667,0,1
1,1,0,1
1,0.0957395883197702,0,1
4,0.833333333333333,9,4
2,1,1,2
1,0.14367816091954,0,1
2,0.125391849529781,134.827498590436,2
2,0.133067198935462,3264.84139617616,2
3,0.140646976090014,3245.07892916252,3
4,0.143575017946877,3859.46202968606,4
2,0.139567341242149,833.586280625986,2
5,0.143575017946877,3633.40125209375,5
2,0.133868808567604,137.652380952381,2
3,0.148038490007402,1242.5641652732,3
1,0.666666666666667,0,1
1,0.121212121212121,0,1
1,0.121212121212121,0,1
1,0.666666666666667,0,1
1,1,0,1
4,0.833333333333333,9,4
2,0.113186191284663,399,2
1,1,0,1
1,0.516129032258065,0,1
1,0.516129032258065,0,1
1,0.516129032258065,0,1
1,0.516129032258065,0,1
1,0.516129032258065,0,1
1,0.516129032258065,0,1
1,0.516129032258065,0,1
1,0.516129032258065,0,1
1,0.516129032258065,0,1
1,0.516129032258065,0,1
1,0.516129032258065,0,1
1,0.516129032258065,0,1
1,0.516129032258065,0,1
1,0.516129032258065,0,1
1,0.516129032258065,0,1
1,0.516129032258065,0,1
10,0.0947418285172904,27,10
1,0.0917852225791648,0,1
1,0.0943396226415094,0,1
1,1,0,1
1,0.311111111111111,0,1
21,0.116076610562972,8882.5,21
1,0.666666666666667,0,1
2,0.123533045089561,291.802265155144,2
1,0.123304562268804,0,1
1,0.111669458403127,0,1
1,0.14367816091954,0,1
1,0.0918273645546373,0,1
1,0.0918273645546373,0,1
1,1,0,1
1,1,0,1
1,1,0,1
1,0.466666666666667,0,1
1,0.123609394313968,0,1
2,1,1,2
7,0.159744408945687,21517.1109378991,7
3,0.125786163522013,410.58680608962,3
1,1,0,1
1,0.466666666666667,0,1
2,0.114613180515759,86.8320248379073,2
9,0.145878920495988,15166.0267352546,9
1,0.0753863550697324,0,1
1,0.416666666666667,0,1
2,0.088339222614841,971.285714285714,2
2,0.107296137339056,1584,2
4,0.0885347498893316,1877.43095238095,4
2,0.0885739592559787,796,2
1,0.10443864229765,0,1
9,0.126823081800888,19922,9
2,0.0756715853197125,26.7119047619048,2
1,0.117994100294985,0,1
2,0.132890365448505,1200.98212759463,2
1,1,0,1
1,1,0,1
1,0.666666666666667,0,1
1,0.666666666666667,0,1
1,0.0753863550697324,0,1
1,0.0753863550697324,0,1
1,0.0753863550697324,0,1
2,0.118273211117682,1584,2
2,0.0805152979066023,796,2
1,0.0693962526023595,0,1
1,0.571428571428571,0,1
2,0.6,8,2
1,0.428571428571429,0,1
1,0.571428571428571,0,1
1,0.333333333333333,0,1
1,0.571428571428571,0,1
1,0.571428571428571,0,1
1,0.523809523809524,0,1
1,0.113830392714855,0,1
1,0.666666666666667,0,1
1,0.0999500249875062,0,1
1,0.666666666666667,0,1
1,1,0,1
1,0.111669458403127,0,1
1,0.466666666666667,0,1
1,0.466666666666667,0,1
3,0.636363636363636,11,3
2,1,1,2
1,1,0,1
2,0.124921923797626,399,2
1,0.666666666666667,0,1
1,0.099601593625498,0,1
1,0.666666666666667,0,1
1,0.5,0,1
1,0.5,0,1
1,0.114678899082569,0,1
1,0.5,0,1
1,0.114678899082569,0,1
2,0.625,4,2
1,0.114678899082569,0,1
1,0.666666666666667,0,1
1,0.433333333333333,0,1
3,0.5,5.75,3
3,0.541666666666667,10.25,3
1,0.428571428571429,0,1
2,0.464285714285714,0.25,2
1,0.428571428571429,0,1
2,0.464285714285714,0.25,2
3,0.541666666666667,10.25,3
2,0.464285714285714,0.25,2
1,0.295454545454545,0,1
2,0.464285714285714,0.25,2
3,0.5,5.75,3
14,0.106382978723404,12707.7380952382,14
2,1,1,2
1,0.666666666666667,0,1
1,1,0,1
1,0.336842105263158,0,1
4,0.112233445566779,3155,4
2,0.125391849529781,134.827498590436,2
2,0.125391849529781,134.827498590436,2
2,0.125391849529781,134.827498590436,2
2,0.125391849529781,134.827498590436,2
3,0.131578947368421,1193.72871883038,3
3,0.125549278091651,424.22527817658,3
2,0.125391849529781,134.827498590436,2
3,0.128949065119278,834.087023158873,3
4,0.131752305665349,1707.688646673,4
1,0.107066381156317,0,1
3,0.0808080808080808,77.6340048840046,3
3,0.0808080808080808,77.6340048840046,3
3,0.0808080808080808,77.6340048840046,3
3,0.094921689606075,4263.2484737485,3
3,0.0808080808080808,77.6340048840046,3
3,0.0808080808080808,77.6340048840046,3
3,0.0808080808080808,77.6340048840046,3
2,0.125391849529781,134.827498590436,2
5,0.134318334452653,3112.59390960879,5
1,1,0,1
2,0.125391849529781,134.827498590436,2
1,0.11454753722795,0,1
1,0.11454753722795,0,1
